計畫名稱,鑽孔編號,取樣編號,上限深度(公尺),下限深度(公尺),統一土壤分類,含水量(%),液性限度(%),塑性指數(%),比重,礫石(%),砂(%),粉土(%),黏土(%),統體單位重(t/m3),空隙比,座標系統,孔口X座標,孔口Y座標,N_value,SPTN_ori,Confidence(%),_matched,TWD97_X,TWD97_Y,water_depth(m),鑽孔地表高程
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0003,S-16-2,23.55,24,ML,23.2,－,NP,2.716,0,40,28,32,1.97,0.7,TW97,309974.47,2771871.2,4,,,,309974.47,2771871.2,1.4,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0003,S-17-2,25.05,25.5,CL,31.4,33,16,2.705,0,5,66,29,1.86,0.91,TW97,309974.47,2771871.2,6,,,,309974.47,2771871.2,1.4,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0003,S-18-2,26.55,27,SM,36.4,－,NP,2.596,0,51,37,12,1.78,0.99,TW97,309974.47,2771871.2,9,,,,309974.47,2771871.2,1.4,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0003,S-19-2,28.05,28.5,SM,22.8,－,NP,2.679,0,81,14,5,1.91,0.72,TW97,309974.47,2771871.2,10,,,,309974.47,2771871.2,1.4,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0003,S-20-2,30,30.45,ML,22.7,－,NP,2.69,0,16,58,26,2.05,0.61,TW97,309974.47,2771871.2,8,,,,309974.47,2771871.2,1.4,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-1-2,1.05,1.5,SM,20.4,－,NP,2.66,16,46,28,10,1.79,0.79,TW97,312204.08,2771226.95,15,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-2-1,2.55,3,SM,16.9,－,NP,2.659,36,46,13,5,2.04,0.52,TW97,312204.08,2771226.95,4,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-3-2,4.05,4.5,SW-SM,13.1,－,NP,2.69,36,54,7,3,1.96,0.55,TW97,312204.08,2771226.95,14,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-4-2,5.55,6,SM,19.2,－,NP,2.656,6,63,25,6,1.98,0.6,TW97,312204.08,2771226.95,16,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-5-1,7.05,7.5,SM,22.7,－,NP,2.667,21,49,19,11,1.98,0.65,TW97,312204.08,2771226.95,12,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-6-2,8.55,9,ML,40.8,44,15,2.721,0,0,60,40,1.74,1.2,TW97,312204.08,2771226.95,1,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-7-2,10.05,10.5,CL,46.6,42,17,2.729,0,1,36,63,1.72,1.33,TW97,312204.08,2771226.95,3,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-8-2,11.55,12,CL,43,38,18,2.678,0,6,56,38,1.74,1.2,TW97,312204.08,2771226.95,2,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-9-2,13.05,13.5,CL,32.7,39,16,2.671,0,31,46,23,1.79,0.98,TW97,312204.08,2771226.95,3,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-10-2,14.55,15,CL,34.3,40,18,2.652,0,26,54,20,1.8,0.98,TW97,312204.08,2771226.95,4,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-11-2,16.05,16.5,SM,28.8,－,NP,2.671,0,65,23,12,1.8,0.91,TW97,312204.08,2771226.95,12,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-12-2,17.55,18,SM,22.3,－,NP,2.669,27,51,14,8,1.95,0.67,TW97,312204.08,2771226.95,11,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0007,S-13-2,19.05,19.47,SM,17.8,－,NP,2.658,0,73,22,5,2.01,0.56,TW97,312204.08,2771226.95,>100,,,,312204.08,2771226.95,3.2,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-1-2,1.05,1.5,CL,32,38,15,2.696,0,5,57,38,1.76,1.02,TW97,309316.9,2771110.54,6,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-2-2,2.55,3,CL,28.2,34,16,2.693,0,1,72,27,1.92,0.8,TW97,309316.9,2771110.54,2,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-3-2,4.05,4.5,CL,28.4,35,16,2.715,0,1,76,23,1.83,0.9,TW97,309316.9,2771110.54,3,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-4-2,5.55,6,CL,37.3,35,17,2.679,0,1,65,34,1.68,1.19,TW97,309316.9,2771110.54,2,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-5-2,7.05,7.5,CL,35,40,18,2.742,0,2,49,49,1.77,1.09,TW97,309316.9,2771110.54,4,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-6-2,8.55,9,CL,30.3,36,17,2.723,0,37,35,28,1.86,0.91,TW97,309316.9,2771110.54,5,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-7-2,10.05,10.5,SM,19.9,－,NP,2.662,0,82,15,3,1.82,0.75,TW97,309316.9,2771110.54,19,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-8-2,11.55,12,SC,28.6,34,17,2.694,0,53,30,17,1.75,0.98,TW97,309316.9,2771110.54,7,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-9-2,13.05,13.5,CL,29.2,33,17,2.691,0,39,43,18,1.86,0.87,TW97,309316.9,2771110.54,2,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-10-2,14.55,15,CL,37.6,38,18,2.676,0,7,59,34,1.59,1.32,TW97,309316.9,2771110.54,1,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-11-2,16.05,16.5,CL,49.1,36,16,2.735,0,1,41,58,1.54,1.65,TW97,309316.9,2771110.54,1,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-12-2,17.55,18,CL,43.3,38,16,2.709,0,3,49,48,1.6,1.43,TW97,309316.9,2771110.54,1,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-13-2,19.05,19.5,CL,42.1,42,17,2.691,0,6,45,49,1.67,1.29,TW97,309316.9,2771110.54,1,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-14-2,20.55,21,CL,27.1,40,18,2.701,0,36,38,26,1.89,0.82,TW97,309316.9,2771110.54,1,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0008,S-15-2,22.05,22.5,SM,21.2,－,NP,2.728,0,69,25,6,2.01,0.64,TW97,309316.9,2771110.54,32,,,,309316.9,2771110.54,1.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0009,S-1-2,1.05,1.5,CL,23.3,33,11,2.669,7,39,34,20,2.03,0.62,TW97,311802.91,2771125.66,6,,,,311802.91,2771125.66,3.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0009,S-2-2,2.55,3,CL,24.6,35,12,2.673,0,12,56,32,2.01,0.66,TW97,311802.91,2771125.66,7,,,,311802.91,2771125.66,3.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0009,S-3-2,4.05,4.5,CL,24.7,30,12,2.656,2,33,47,18,2,0.66,TW97,311802.91,2771125.66,3,,,,311802.91,2771125.66,3.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0009,S-4-2,5.55,6,SM,19,－,NP,2.654,31,56,11,2,2,0.58,TW97,311802.91,2771125.66,6,,,,311802.91,2771125.66,3.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0009,S-5-2,7.05,7.5,CL,40,45,21,2.701,0,2,59,39,1.82,1.08,TW97,311802.91,2771125.66,1,,,,311802.91,2771125.66,3.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0009,S-6-2,8.55,9,CL,48.5,47,23,2.742,6,2,49,43,1.73,1.35,TW97,311802.91,2771125.66,1,,,,311802.91,2771125.66,3.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0009,S-7-2,10.05,10.5,CL,42.3,42,19,2.683,0,3,58,39,1.79,1.13,TW97,311802.91,2771125.66,1,,,,311802.91,2771125.66,3.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0009,S-8-2,11.55,12,CL,30.3,35,12,2.73,0,0,68,32,1.95,0.83,TW97,311802.91,2771125.66,1,,,,311802.91,2771125.66,3.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0009,S-9-2,13.05,13.5,CL,38.5,38,17,2.746,0,7,54,39,1.75,1.17,TW97,311802.91,2771125.66,6,,,,311802.91,2771125.66,3.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0009,S-10-1,14.55,15,SM,19.5,－,NP,2.672,22,54,19,5,2.1,0.52,TW97,311802.91,2771125.66,19,,,,311802.91,2771125.66,3.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0009,S-11-2,16.05,16.5,SM,24,－,NP,2.647,8,57,29,6,2.01,0.63,TW97,311802.91,2771125.66,29,,,,311802.91,2771125.66,3.9,787.6
,037790031060921_NK0010,,0.98,1.55,,,,,,,,,,,,,,,7,2+3+4,88.49,FALSE,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-2-1,2.55,3,CL,36.1,36,14,2.683,0,6,48,46,1.68,1.17,TW97,312179.83,2770685.27,3,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-3-2,4.05,4.5,CL,14.7,38,15,2.806,0,6,50,44,2.05,0.57,TW97,312179.83,2770685.27,4,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-4-2,5.55,6,CL,30.3,38,16,2.67,0,2,57,41,1.9,0.83,TW97,312179.83,2770685.27,5,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-5-2,7.05,7.5,CL,30.9,34,15,2.725,0,15,58,27,1.94,0.84,TW97,312179.83,2770685.27,3,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-6-2,8.55,9,CL,33.5,36,13,2.702,0,12,58,30,1.89,0.91,TW97,312179.83,2770685.27,3,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-7-2,10.05,10.5,ML,25,－,NP,2.672,0,33,50,17,2.01,0.67,TW97,312179.83,2770685.27,5,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-8-2,11.55,12,ML,26.5,－,NP,2.681,0,36,49,15,1.99,0.71,TW97,312179.83,2770685.27,3,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-9-2,13.05,13.5,ML,32.5,－,NP,2.684,0,6,81,13,1.88,0.89,TW97,312179.83,2770685.27,5,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-10-2,14.55,15,SM,24.5,－,NP,2.681,0,59,31,10,1.92,0.74,TW97,312179.83,2770685.27,10,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-11-2,16.05,16.5,ML,24.1,－,NP,2.658,0,36,49,15,2.02,0.64,TW97,312179.83,2770685.27,7,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-12-2,17.55,18,SM,19.1,－,NP,2.664,0,59,34,7,2.12,0.51,TW97,312179.83,2770685.27,24,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-13-2,19.05,19.5,CL,23,39,14,2.668,0,26,56,18,2.04,0.61,TW97,312179.83,2770685.27,8,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_NK0010,S-14-1,20.55,21,SM,15.7,－,NP,2.66,26,52,14,8,2.13,0.44,TW97,312179.83,2770685.27,30,,,,312179.83,2770685.27,1.1,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-1-1,1.05,1.5,SP,20.3,－,NP,2.891,19,77,4,0,1.68,1.07,TW97,303257.18,2779082.36,2,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-2-1,2.55,3,SM,30.1,－,NP,2.659,18,54,27,1,1.54,1.25,TW97,303257.18,2779082.36,11,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-3-2,4.05,4.5,ML,55.2,－,NP,2.527,0,43,51,6,1.62,1.42,TW97,303257.18,2779082.36,3,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-4-2,5.55,6,CL,40.5,38,15,2.532,4,23,47,26,1.79,1.03,TW97,303257.18,2779082.36,5,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-5-1,7.05,7.5,GM,18.4,－,NP,2.699,56,17,27,0,1.8,0.78,TW97,303257.18,2779082.36,11,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-6-2,8.55,9,GM,20.6,－,NP,2.725,56,21,22,1,2.06,0.6,TW97,303257.18,2779082.36,18,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-7-1,10.05,10.5,GM,14.6,－,NP,2.746,51,13,35,1,1.45,1.17,TW97,303257.18,2779082.36,23,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-8-2,11.55,12,SM,22.2,－,NP,2.713,36,37,25,2,1.99,0.67,TW97,303257.18,2779082.36,27,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-9-2,13.05,13.5,SM,17.3,－,NP,2.715,39,42,18,1,2.12,0.5,TW97,303257.18,2779082.36,40,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-10-2,14.55,15,SM,18,－,NP,2.722,24,60,13,3,2.11,0.52,TW97,303257.18,2779082.36,52,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-11-2,16.05,16.5,SM,17.7,－,NP,2.738,25,61,13,1,2.18,0.48,TW97,303257.18,2779082.36,35,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-12-0,17.55,17.63,,,,,,,,,,,,TW97,303257.18,2779082.36,>100,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0001,S-13-1,19.05,19.18,SM,16.2,－,NP,2.734,26,60,12,2,2.07,0.53,TW97,303257.18,2779082.36,>100,,,,303257.18,2779082.36,2.9,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-0-0,1.05,1.5,,,,,,,,,,,,TW97,299045.9,2778369.4,4,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-1-2,1.5,1.95,GM,19,－,NP,2.701,40,16,33,11,1.77,0.82,TW97,299045.9,2778369.4,3,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-2-1,2.55,3,CL,31,36,12,2.594,0,8,65,27,1.76,0.93,TW97,299045.9,2778369.4,3,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-3-2,4.05,4.5,CL,31.7,33,12,2.662,0,9,64,27,1.8,0.95,TW97,299045.9,2778369.4,2,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-4-2,5.55,6,CL,34.5,34,11,2.624,0,17,63,20,1.82,0.94,TW97,299045.9,2778369.4,2,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-5-2,7.05,7.5,SP-SM,28.1,－,NP,2.687,0,88,11,1,1.69,1.04,TW97,299045.9,2778369.4,8,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-6-2,8.55,9,SM,16.1,－,NP,2.732,7,80,12,1,1.97,0.61,TW97,299045.9,2778369.4,14,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-7-2,10.05,10.5,SM,18.6,－,NP,2.665,1,79,17,3,2,0.58,TW97,299045.9,2778369.4,15,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-8-2,11.55,12,SM,18.7,－,NP,2.726,1,78,15,6,1.85,0.75,TW97,299045.9,2778369.4,12,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-9-2,13.05,13.5,SM,17.1,－,NP,2.689,0,81,16,3,1.91,0.65,TW97,299045.9,2778369.4,15,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-10-2,14.55,15,SM,23.6,－,NP,2.729,0,79,18,3,1.91,0.77,TW97,299045.9,2778369.4,12,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-11-2,16.05,16.5,CL,33.2,34,13,2.714,0,6,72,22,1.76,1.05,TW97,299045.9,2778369.4,10,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-12-2,17.55,18,CL,28.7,30,12,2.705,0,20,66,14,1.8,0.93,TW97,299045.9,2778369.4,10,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-13-2,19.05,19.5,CL,28.6,33,11,2.757,0,16,63,21,1.84,0.93,TW97,299045.9,2778369.4,3,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-14-2,20.55,21,SC,26.4,30,13,2.717,0,54,34,12,1.97,0.74,TW97,299045.9,2778369.4,12,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-15-2,22.05,22.5,CL,26.8,31,13,2.735,0,32,53,15,1.84,0.88,TW97,299045.9,2778369.4,7,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-16-2,23.55,24,CL,28.7,36,16,2.655,0,8,61,31,1.86,0.84,TW97,299045.9,2778369.4,8,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-17-2,25.05,25.5,CL,31.4,34,15,2.743,0,7,64,29,1.77,1.04,TW97,299045.9,2778369.4,7,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-18-2,26.55,27,CL,31.7,38,15,2.764,0,3,59,38,1.83,0.99,TW97,299045.9,2778369.4,6,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-19-2,28.05,28.5,CL,33.3,38,18,2.775,0,2,54,44,1.86,0.99,TW97,299045.9,2778369.4,5,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0004,S-20-2,30,30.45,CL,34.6,36,17,2.744,0,6,56,38,1.85,1,TW97,299045.9,2778369.4,4,,,,299045.9,2778369.4,5,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0010,S-1-2,1.05,1.5,SP-SM,27,－,NP,2.69,0,91,8,1,1.54,1.22,TW97,303556.76,2777558.67,4,,,,303556.76,2777558.67,2.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0010,S-2-2,2.55,3,CL,33.4,38,17,2.58,6,25,42,27,1.85,0.86,TW97,303556.76,2777558.67,3,,,,303556.76,2777558.67,2.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0010,S-3-2,4.05,4.5,CL,43.6,42,18,2.76,0,0,41,59,1.7,1.33,TW97,303556.76,2777558.67,3,,,,303556.76,2777558.67,2.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0010,S-4-2,5.55,6,CL,42.2,40,16,2.76,0,1,50,49,1.73,1.27,TW97,303556.76,2777558.67,1,,,,303556.76,2777558.67,2.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0010,S-5-2,7.05,7.5,CL,39.3,41,17,2.74,0,0,53,47,1.78,1.15,TW97,303556.76,2777558.67,1,,,,303556.76,2777558.67,2.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0010,S-6-2,8.55,9,CL,38,39,16,2.74,0,2,58,40,1.73,1.19,TW97,303556.76,2777558.67,1,,,,303556.76,2777558.67,2.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0010,S-7-2,10.05,10.5,CL,43.4,41,16,2.75,0,2,54,44,1.77,1.23,TW97,303556.76,2777558.67,1,,,,303556.76,2777558.67,2.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0010,S-8-2,11.55,12,CL,46,43,18,2.74,0,0,45,55,1.72,1.33,TW97,303556.76,2777558.67,2,,,,303556.76,2777558.67,2.8,787.6
106年臺北市土壤液化潛勢圖製作暨地質鑽探補充調查專業服務工作(期中100孔),037790031060921_SL0010,S-9-2,13.05,13.5,CL,44.5,40,16,2.75,0,0,46,54,1.69,1.35,TW97,303556.76,2777558.67,2,,,,303556.76,2777558.67,2.8,787.6
