鑽孔編號,TWD97_X,TWD97_Y,上限深度(公尺),下限深度(公尺),water_depth(m),N_value,統一土壤分類,統體單位重(t/m3),含水量(%),細料(%),塑性指數(%),取樣編號,SDS,SMS,基準Mw,資料來源,城市,GWT_CSR,N,Density,土層深度,土層厚度,土層中點深度,分析點深度,FC,累計sigmav,sigma_v_CSR,sigma_v_CRR,Vs,d/v,Vs30,地盤分類,_vs30,N_60,N1_60,N1_60cs,CRR_7_5,Mw_Design,A_value_Design,SD_S_Design,SM_S_Design,MSF_Design,rd_Design,CSR_Design,CRR_Design,FS_Design,Mw_MidEq,A_value_MidEq,SD_S_MidEq,SM_S_MidEq,MSF_MidEq,rd_MidEq,CSR_MidEq,CRR_MidEq,FS_MidEq,Mw_MaxEq,A_value_MaxEq,SD_S_MaxEq,SM_S_MaxEq,MSF_MaxEq,rd_MaxEq,CSR_MaxEq,CRR_MaxEq,FS_MaxEq,LPI_Design,LPI_MidEq,LPI_MaxEq,基準地震規模Mw,使用SDS,使用SMS
01016607DG168_SA-4,306783.2249,2771573.851,25.0,25.5,0.0,7.0,CL,1.93,,,,S-15,0.8,1.0,7.3,預設值,臺北市,0.0,7.0,1.93,26.0,1.5,25.25,25.25,0,46.89,21.64,21.64,191.29,0.008,158.96,第三類地盤,158.96,7.0,11.9,11.9,-,7.3,0.32,0.8,1.0,1.05,0.6,0.27,-,3.0,7.1,0.076,0.8,1.0,1.104,0.6,0.064,-,3.0,7.5,0.4,0.8,1.0,1.0,0.6,0.338,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
01016607DG168_SA-4,306783.2249,2771573.851,26.5,27.0,0.0,8.0,CL,1.93,,,,S-16,0.8,1.0,7.3,預設值,臺北市,0.0,8.0,1.93,27.5,1.5,26.75,26.75,0,49.785,23.035,23.035000000000004,200.0,0.007,158.96,第三類地盤,158.96,8.0,13.6,13.6,-,7.3,0.32,0.8,1.0,1.05,0.6,0.27,-,3.0,7.1,0.076,0.8,1.0,1.104,0.6,0.064,-,3.0,7.5,0.4,0.8,1.0,1.0,0.6,0.337,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
01016607DG168_SA-4,306783.2249,2771573.851,28.0,28.5,0.0,10.0,CL,1.89,,,,S-17,0.8,1.0,7.3,預設值,臺北市,0.0,10.0,1.89,29.0,1.5,28.25,28.25,0,52.65,24.4,24.400000000000006,215.44,0.007,158.96,第三類地盤,158.96,10.0,17.0,17.0,-,7.3,0.32,0.8,1.0,1.05,0.6,0.269,-,3.0,7.1,0.076,0.8,1.0,1.104,0.6,0.064,-,3.0,7.5,0.4,0.8,1.0,1.0,0.6,0.337,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
03720051-841(137)_CH-13,306759.713,2771520.755,1.55,2.0,0.0,7.0,CL,1.91,,,,S-1,0.8,1.0,7.3,預設值,臺北市,0.0,7.0,1.91,2.275,2.275,1.137,1.137,0,2.173,1.035,1.035125,191.29,0.012,184.21,第二類地盤,184.21,7.0,11.9,11.9,-,7.3,0.32,0.8,1.0,1.05,0.989,0.432,-,3.0,7.1,0.076,0.8,1.0,1.104,0.989,0.103,-,3.0,7.5,0.4,0.8,1.0,1.0,0.989,0.54,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
03720051-841(137)_CH-13,306759.713,2771520.755,2.55,3.0,0.0,7.0,CL,1.87,,,,S-2,0.8,1.0,7.3,預設值,臺北市,0.0,7.0,1.87,3.525,1.25,2.9,2.9,0,5.514,2.614,2.6140000000000003,191.29,0.007,184.21,第二類地盤,184.21,7.0,11.9,11.9,-,7.3,0.32,0.8,1.0,1.05,0.971,0.426,-,3.0,7.1,0.076,0.8,1.0,1.104,0.971,0.101,-,3.0,7.5,0.4,0.8,1.0,1.0,0.971,0.533,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
03720051-841(137)_CH-13,306759.713,2771520.755,4.05,4.5,0.0,5.0,CL,1.86,,,,S-3,0.8,1.0,7.3,預設值,臺北市,0.0,5.0,1.86,5.125,1.6,4.325,4.325,0,8.171,3.846,3.8457500000000016,171.0,0.009,184.21,第二類地盤,184.21,5.0,8.5,8.5,-,7.3,0.32,0.8,1.0,1.05,0.957,0.423,-,3.0,7.1,0.076,0.8,1.0,1.104,0.957,0.101,-,3.0,7.5,0.4,0.8,1.0,1.0,0.957,0.529,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
03720051-841(137)_CH-13,306759.713,2771520.755,5.75,6.2,0.0,5.0,CL,1.89,,,,S-4,0.8,1.0,7.3,預設值,臺北市,0.0,5.0,1.89,6.825,1.7,5.975,5.975,0,11.265,5.29,5.290250000000002,171.0,0.01,184.21,第二類地盤,184.21,5.0,8.5,8.5,-,7.3,0.32,0.8,1.0,1.05,0.94,0.416,-,3.0,7.1,0.076,0.8,1.0,1.104,0.94,0.099,-,3.0,7.5,0.4,0.8,1.0,1.0,0.94,0.521,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
03720051-841(137)_CH-13,306759.713,2771520.755,7.45,7.9,0.0,6.0,ML,1.85,,,,S-5,0.8,1.0,7.3,預設值,臺北市,0.0,6.0,1.85,8.525,1.7,7.675,7.675,0,14.444,6.769,6.769250000000003,181.71,0.009,184.21,第二類地盤,184.21,6.0,10.2,10.2,0.128,7.3,0.32,0.8,1.0,1.05,0.923,0.41,0.134,0.328,7.1,0.076,0.8,1.0,1.104,0.923,0.098,0.141,1.448,7.5,0.4,0.8,1.0,1.0,0.923,0.512,0.128,0.25,7.04,0.0,7.857,7.3,0.8,1.0
03720051-841(137)_CH-13,306759.713,2771520.755,9.15,9.6,0.0,9.0,ML,1.92,,,,S-6,0.8,1.0,7.3,預設值,臺北市,0.0,9.0,1.92,9.825,1.3,9.175,9.175,0,17.265,8.09,8.089750000000002,208.01,0.006,184.21,第二類地盤,184.21,9.0,15.3,15.3,0.168,7.3,0.32,0.8,1.0,1.05,0.908,0.403,0.176,0.437,7.1,0.076,0.8,1.0,1.104,0.908,0.096,0.185,1.932,7.5,0.4,0.8,1.0,1.0,0.908,0.504,0.168,0.333,3.961,0.0,4.693,7.3,0.8,1.0
03720051-841(137)_CH-13,306759.713,2771520.755,10.05,10.5,0.0,7.0,CL,1.9,,,,S-7,0.8,1.0,7.3,預設值,臺北市,0.0,7.0,1.9,10.5,0.675,10.162,10.162,0,19.154,8.992,8.9915,191.29,0.004,184.21,第二類地盤,184.21,7.0,11.9,11.9,-,7.3,0.32,0.8,1.0,1.05,0.895,0.397,-,3.0,7.1,0.076,0.8,1.0,1.104,0.895,0.094,-,3.0,7.5,0.4,0.8,1.0,1.0,0.895,0.496,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,0.86,1.43,0.0,50.0,,,,,,S-0.86,0.8,1.0,7.3,預設值,臺北市,0.0,50.0,0.0,1.9899999999999998,1.99,0.995,0.995,0,0.0,-0.995,-0.9949999999999999,NG,,158.12,第三類地盤,158.12,50.0,0.0,0.0,0.08,7.3,0.32,0.8,1.0,1.05,0.99,-0.0,0.084,3.0,7.1,0.076,0.8,1.0,1.104,0.99,-0.0,0.088,3.0,7.5,0.4,0.8,1.0,1.0,0.99,-0.0,0.08,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,2.55,3.0,0.0,2.0,CL,1.84,,,,S-2,0.8,1.0,7.3,預設值,臺北市,0.0,2.0,1.84,3.525,1.535,2.757,2.757,0,1.412,-1.345,-1.3452999999999997,125.99,0.012,158.12,第三類地盤,158.12,2.0,-,0.0,-,7.3,0.32,0.8,1.0,1.05,0.972,-0.212,-,3.0,7.1,0.076,0.8,1.0,1.104,0.972,-0.051,-,3.0,7.5,0.4,0.8,1.0,1.0,0.972,-0.265,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,4.05,4.5,0.0,2.0,CL,1.87,,,,S-3,0.8,1.0,7.3,預設值,臺北市,0.0,2.0,1.87,5.025,1.5,4.275,4.275,0,4.227,-0.048,-0.04809999999999892,125.99,0.012,158.12,第三類地盤,158.12,2.0,-,0.0,-,7.3,0.32,0.8,1.0,1.05,0.957,-17.497,-,3.0,7.1,0.076,0.8,1.0,1.104,0.957,-4.166,-,3.0,7.5,0.4,0.8,1.0,1.0,0.957,-21.871,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,5.55,6.0,0.0,2.0,CL,1.82,,,,S-4,0.8,1.0,7.3,預設值,臺北市,0.0,2.0,1.82,6.525,1.5,5.775,5.775,0,6.994,1.219,1.2194000000000011,125.99,0.012,158.12,第三類地盤,158.12,2.0,3.4,3.4,-,7.3,0.32,0.8,1.0,1.05,0.942,1.124,-,3.0,7.1,0.076,0.8,1.0,1.104,0.942,0.268,-,3.0,7.5,0.4,0.8,1.0,1.0,0.942,1.405,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,7.05,7.5,0.0,6.0,ML,1.94,,,,S-5,0.8,1.0,7.3,預設值,臺北市,0.0,6.0,1.94,8.025,1.5,7.275,7.275,0,9.814,2.539,2.5394000000000023,181.71,0.008,158.12,第三類地盤,158.12,6.0,10.2,10.2,0.128,7.3,0.32,0.8,1.0,1.05,0.927,0.745,0.134,0.18,7.1,0.076,0.8,1.0,1.104,0.927,0.177,0.141,0.796,7.5,0.4,0.8,1.0,1.0,0.927,0.932,0.128,0.137,7.826,1.947,8.236,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,8.55,9.0,0.0,7.0,SM,1.9,,,,S-6,0.8,1.0,7.3,預設值,臺北市,0.0,7.0,1.9,9.525,1.5,8.775,8.775,0,12.694,3.919,3.9194000000000013,153.03,0.01,158.12,第三類地盤,158.12,7.0,11.9,11.9,0.14,7.3,0.32,0.8,1.0,1.05,0.912,0.615,0.147,0.239,7.1,0.076,0.8,1.0,1.104,0.912,0.146,0.155,1.056,7.5,0.4,0.8,1.0,1.0,0.912,0.768,0.14,0.182,6.407,0.0,6.887,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,10.05,10.5,0.0,8.0,SM,1.87,,,,S-7,0.8,1.0,7.3,預設值,臺北市,0.0,8.0,1.87,11.025,1.5,10.275,10.275,0,15.522,5.247,5.246900000000002,160.0,0.009,158.12,第三類地盤,158.12,8.0,13.6,13.6,0.153,7.3,0.32,0.8,1.0,1.05,0.892,0.549,0.161,0.293,7.1,0.076,0.8,1.0,1.104,0.892,0.131,0.169,1.293,7.5,0.4,0.8,1.0,1.0,0.892,0.686,0.153,0.223,5.157,0.0,5.667,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,11.55,12.0,0.0,4.0,CL-ML,1.93,,,,S-8,0.8,1.0,7.3,預設值,臺北市,0.0,4.0,1.93,12.525,1.5,11.775,11.775,0,18.372,6.597,6.596900000000003,NG,,158.12,第三類地盤,158.12,4.0,6.8,6.8,0.109,7.3,0.32,0.8,1.0,1.05,0.847,0.49,0.114,0.233,7.1,0.076,0.8,1.0,1.104,0.847,0.117,0.12,1.03,7.5,0.4,0.8,1.0,1.0,0.847,0.613,0.109,0.178,4.731,0.0,5.071,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,13.05,13.5,0.0,3.0,CL-ML,1.91,,,,S-9,0.8,1.0,7.3,預設值,臺北市,0.0,3.0,1.91,14.025,1.5,13.275,13.275,0,21.252,7.977,7.976900000000002,NG,,158.12,第三類地盤,158.12,3.0,5.1,5.1,0.101,7.3,0.32,0.8,1.0,1.05,0.802,0.444,0.106,0.239,7.1,0.076,0.8,1.0,1.104,0.802,0.106,0.111,1.054,7.5,0.4,0.8,1.0,1.0,0.802,0.555,0.101,0.182,3.838,0.0,4.126,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,14.55,15.0,0.0,4.0,CL,1.9,,,,S-10,0.8,1.0,7.3,預設值,臺北市,0.0,4.0,1.9,15.525,1.5,14.775,14.775,0,24.109,9.334,9.3344,158.74,0.009,158.12,第三類地盤,158.12,4.0,6.8,6.8,-,7.3,0.32,0.8,1.0,1.05,0.757,0.407,-,3.0,7.1,0.076,0.8,1.0,1.104,0.757,0.097,-,3.0,7.5,0.4,0.8,1.0,1.0,0.757,0.508,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,16.05,16.5,0.0,4.0,CL,1.92,,,,S-11,0.8,1.0,7.3,預設值,臺北市,0.0,4.0,1.92,17.025,1.5,16.275,16.275,0,26.974,10.699,10.699399999999997,158.74,0.009,158.12,第三類地盤,158.12,4.0,6.8,6.8,-,7.3,0.32,0.8,1.0,1.05,0.712,0.373,-,3.0,7.1,0.076,0.8,1.0,1.104,0.712,0.089,-,3.0,7.5,0.4,0.8,1.0,1.0,0.712,0.467,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,17.55,18.0,0.0,4.0,CL,1.96,,,,S-12,0.8,1.0,7.3,預設值,臺北市,0.0,4.0,1.96,18.525,1.5,17.775,17.775,0,29.884,12.109,12.109399999999997,158.74,0.009,158.12,第三類地盤,158.12,4.0,6.8,6.8,-,7.3,0.32,0.8,1.0,1.05,0.667,0.342,-,3.0,7.1,0.076,0.8,1.0,1.104,0.667,0.081,-,3.0,7.5,0.4,0.8,1.0,1.0,0.667,0.428,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,19.05,19.5,0.0,5.0,CL,1.84,,,,S-13,0.8,1.0,7.3,預設值,臺北市,0.0,5.0,1.84,20.025,1.5,19.275,19.275,0,32.734,13.459,13.459399999999995,171.0,0.009,158.12,第三類地盤,158.12,5.0,8.5,8.5,-,7.3,0.32,0.8,1.0,1.05,0.622,0.315,-,3.0,7.1,0.076,0.8,1.0,1.104,0.622,0.075,-,3.0,7.5,0.4,0.8,1.0,1.0,0.622,0.393,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,20.55,21.0,0.0,5.0,CL,1.85,,,,S-14,0.8,1.0,7.3,預設值,臺北市,0.0,5.0,1.85,21.525,1.5,20.775,20.775,0,35.502,14.727,14.726899999999993,171.0,0.009,158.12,第三類地盤,158.12,5.0,8.5,8.5,-,7.3,0.32,0.8,1.0,1.05,0.6,0.301,-,3.0,7.1,0.076,0.8,1.0,1.104,0.6,0.072,-,3.0,7.5,0.4,0.8,1.0,1.0,0.6,0.376,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,22.05,22.5,0.0,5.0,CL,1.85,,,,S-15,0.8,1.0,7.3,預設值,臺北市,0.0,5.0,1.85,23.025,1.5,22.275,22.275,0,38.277,16.002,16.001899999999992,171.0,0.009,158.12,第三類地盤,158.12,5.0,8.5,8.5,-,7.3,0.32,0.8,1.0,1.05,0.6,0.299,-,3.0,7.1,0.076,0.8,1.0,1.104,0.6,0.071,-,3.0,7.5,0.4,0.8,1.0,1.0,0.6,0.373,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,23.55,24.0,0.0,4.0,CL,1.72,,,,S-16,0.8,1.0,7.3,預設值,臺北市,0.0,4.0,1.72,24.525,1.5,23.775,23.775,0,40.954,17.179,17.179399999999994,158.74,0.009,158.12,第三類地盤,158.12,4.0,6.8,6.8,-,7.3,0.32,0.8,1.0,1.05,0.6,0.298,-,3.0,7.1,0.076,0.8,1.0,1.104,0.6,0.071,-,3.0,7.5,0.4,0.8,1.0,1.0,0.6,0.372,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,25.05,25.5,0.0,6.0,CL,1.72,,,,S-17,0.8,1.0,7.3,預設值,臺北市,0.0,6.0,1.72,26.025,1.5,25.275,25.275,0,43.534,18.259,18.259399999999992,181.71,0.008,158.12,第三類地盤,158.12,6.0,10.2,10.2,-,7.3,0.32,0.8,1.0,1.05,0.6,0.298,-,3.0,7.1,0.076,0.8,1.0,1.104,0.6,0.071,-,3.0,7.5,0.4,0.8,1.0,1.0,0.6,0.372,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,26.55,27.0,0.0,4.0,CL,1.73,,,,S-18,0.8,1.0,7.3,預設值,臺北市,0.0,4.0,1.73,27.525,1.5,26.775,26.775,0,46.122,19.347,19.34689999999999,158.74,0.009,158.12,第三類地盤,158.12,4.0,6.8,6.8,-,7.3,0.32,0.8,1.0,1.05,0.6,0.298,-,3.0,7.1,0.076,0.8,1.0,1.104,0.6,0.071,-,3.0,7.5,0.4,0.8,1.0,1.0,0.6,0.372,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
83469825-113022_B-1,306617.4,2771550.6,28.05,28.5,0.0,5.0,CL,1.79,,,,S-19,0.8,1.0,7.3,預設值,臺北市,0.0,5.0,1.79,29.025,1.5,28.275,28.275,0,48.762,20.487,20.48689999999999,171.0,0.009,158.12,第三類地盤,158.12,5.0,8.5,8.5,-,7.3,0.32,0.8,1.0,1.05,0.6,0.297,-,3.0,7.1,0.076,0.8,1.0,1.104,0.6,0.071,-,3.0,7.5,0.4,0.8,1.0,1.0,0.6,0.371,-,3.0,0.0,0.0,0.0,7.3,0.8,1.0
