鑽孔編號,TWD97_X,TWD97_Y,上限深度(公尺),下限深度(公尺),water_depth(m),N_value,統一土壤分類,統體單位重(t/m3),含水量(%),細料(%),塑性指數(%),取樣編號,SDS,SMS,基準Mw,資料來源,城市,GWT_CSR,N,Density,土層深度,土層厚度,土層中點深度,分析點深度,FC,累計sigmav,sigma_v_CSR,sigma_v_CRR,Vs,d/v,Vs30,地盤分類,_vs30,N_60,N1_60,N1_60cs,CRR_7_5,Mw_Design,A_value_Design,SD_S_Design,SM_S_Design,MSF_Design,rd_Design,CSR_Design,CRR_Design,FS_Design,Mw_MidEq,A_value_MidEq,SD_S_MidEq,SM_S_MidEq,MSF_MidEq,rd_MidEq,CSR_MidEq,CRR_MidEq,FS_MidEq,Mw_MaxEq,A_value_MaxEq,SD_S_MaxEq,SM_S_MaxEq,MSF_MaxEq,rd_MaxEq,CSR_MaxEq,CRR_MaxEq,FS_MaxEq,LPI_Design,LPI_MidEq,LPI_MaxEq,基準地震規模Mw,使用SDS,使用SMS
01016607DG168_SA-4,306783.2249,2771573.851,19.0,19.5,0.0,6.0,CL,1.85,,,,S-11,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,6.0,1.85,20.0,1.5,19.25,19.25,0,35.595,16.345,16.345,181.71,0.008,158.96,第三類地盤,158.96,6.0,10.2,10.2,0.115,7.3,0.069,0.6,0.8,1.072,0.559,0.054,0.123,2.27,7.1,0.057,0.6,0.8,1.151,0.559,0.045,0.132,2.925,7.5,0.32,0.6,0.8,1.0,0.559,0.253,0.115,0.454,0.0,0.0,0.307,7.3,0.6,0.8
01016607DG168_SA-4,306783.2249,2771573.851,20.5,21.0,0.0,4.0,CL,1.89,,,,S-12,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,4.0,1.89,21.5,1.5,20.75,20.75,0,38.4,17.65,17.65,158.74,0.009,158.96,第三類地盤,158.96,4.0,6.8,6.8,0.086,7.3,0.069,0.6,0.8,1.072,0.536,0.052,0.092,1.772,7.1,0.057,0.6,0.8,1.151,0.536,0.043,0.099,2.283,7.5,0.32,0.6,0.8,1.0,0.536,0.243,0.086,0.354,0.0,0.0,0.0,7.3,0.6,0.8
01016607DG168_SA-4,306783.2249,2771573.851,22.0,22.5,0.0,6.0,CL,1.8,,,,S-13,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,6.0,1.8,23.0,1.5,22.25,22.25,0,41.167,18.917,18.917499999999997,181.71,0.008,158.96,第三類地盤,158.96,6.0,10.2,10.2,0.115,7.3,0.069,0.6,0.8,1.072,0.519,0.05,0.123,2.45,7.1,0.057,0.6,0.8,1.151,0.519,0.042,0.132,3.0,7.5,0.32,0.6,0.8,1.0,0.519,0.235,0.115,0.49,0.0,0.0,0.0,7.3,0.6,0.8
01016607DG168_SA-4,306783.2249,2771573.851,23.5,24.0,0.0,6.0,CL-ML,1.95,,,,S-14,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,6.0,1.95,24.5,1.5,23.75,23.75,0,43.98,20.23,20.229999999999997,NG,,158.96,第三類地盤,158.96,6.0,10.2,10.2,0.115,7.3,0.069,0.6,0.8,1.072,0.505,0.049,0.123,2.52,7.1,0.057,0.6,0.8,1.151,0.505,0.041,0.132,3.0,7.5,0.32,0.6,0.8,1.0,0.505,0.228,0.115,0.504,0.0,0.0,0.0,7.3,0.6,0.8
01016607DG168_SA-4,306783.2249,2771573.851,25.0,25.5,0.0,7.0,CL,1.93,,,,S-15,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,7.0,1.93,26.0,1.5,25.25,25.25,0,46.89,21.64,21.64,191.29,0.008,158.96,第三類地盤,158.96,7.0,11.9,11.9,0.13,7.3,0.069,0.6,0.8,1.072,0.494,0.048,0.139,2.92,7.1,0.057,0.6,0.8,1.151,0.494,0.04,0.15,3.0,7.5,0.32,0.6,0.8,1.0,0.494,0.223,0.13,0.584,0.0,0.0,0.0,7.3,0.6,0.8
01016607DG168_SA-4,306783.2249,2771573.851,26.5,27.0,0.0,8.0,CL,1.93,,,,S-16,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,8.0,1.93,27.5,1.5,26.75,26.75,0,49.785,23.035,23.035000000000004,200.0,0.007,158.96,第三類地盤,158.96,8.0,13.6,13.6,0.146,7.3,0.069,0.6,0.8,1.072,0.485,0.047,0.156,3.0,7.1,0.057,0.6,0.8,1.151,0.485,0.039,0.168,3.0,7.5,0.32,0.6,0.8,1.0,0.485,0.218,0.146,0.669,0.0,0.0,0.0,7.3,0.6,0.8
01016607DG168_SA-4,306783.2249,2771573.851,28.0,28.5,0.0,10.0,CL,1.89,,,,S-17,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,10.0,1.89,29.0,1.5,28.25,28.25,0,52.65,24.4,24.400000000000006,215.44,0.007,158.96,第三類地盤,158.96,10.0,17.0,17.0,0.181,7.3,0.069,0.6,0.8,1.072,0.478,0.046,0.194,3.0,7.1,0.057,0.6,0.8,1.151,0.478,0.038,0.208,3.0,7.5,0.32,0.6,0.8,1.0,0.478,0.214,0.181,0.844,0.0,0.0,0.0,7.3,0.6,0.8
03720051-841(137)_CH-13,306759.713,2771520.755,1.55,2.0,0.0,7.0,CL,1.91,,,,S-1,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,7.0,1.91,2.275,2.275,1.137,1.137,0,2.173,1.035,1.035125,191.29,0.012,184.21,第二類地盤,184.21,7.0,11.9,11.9,0.13,7.3,0.069,0.6,0.8,1.072,0.983,0.092,0.139,1.515,7.1,0.057,0.6,0.8,1.151,0.983,0.077,0.15,1.952,7.5,0.32,0.6,0.8,1.0,0.983,0.429,0.13,0.303,0.0,0.0,14.955,7.3,0.6,0.8
03720051-841(137)_CH-13,306759.713,2771520.755,2.55,3.0,0.0,7.0,CL,1.87,,,,S-2,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,7.0,1.87,3.525,1.25,2.9,2.9,0,5.514,2.614,2.6140000000000003,191.29,0.007,184.21,第二類地盤,184.21,7.0,11.9,11.9,0.13,7.3,0.069,0.6,0.8,1.072,0.958,0.09,0.139,1.547,7.1,0.057,0.6,0.8,1.151,0.958,0.075,0.15,1.994,7.5,0.32,0.6,0.8,1.0,0.958,0.42,0.13,0.309,0.0,0.0,7.385,7.3,0.6,0.8
03720051-841(137)_CH-13,306759.713,2771520.755,4.05,4.5,0.0,5.0,CL,1.86,,,,S-3,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,5.0,1.86,5.125,1.6,4.325,4.325,0,8.171,3.846,3.8457500000000016,171.0,0.009,184.21,第二類地盤,184.21,5.0,8.5,8.5,0.1,7.3,0.069,0.6,0.8,1.072,0.937,0.089,0.107,1.208,7.1,0.057,0.6,0.8,1.151,0.937,0.074,0.115,1.557,7.5,0.32,0.6,0.8,1.0,0.937,0.414,0.1,0.242,0.0,0.0,9.505,7.3,0.6,0.8
03720051-841(137)_CH-13,306759.713,2771520.755,5.75,6.2,0.0,5.0,CL,1.89,,,,S-4,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,5.0,1.89,6.825,1.7,5.975,5.975,0,11.265,5.29,5.290250000000002,171.0,0.01,184.21,第二類地盤,184.21,5.0,8.5,8.5,0.1,7.3,0.069,0.6,0.8,1.072,0.909,0.086,0.107,1.242,7.1,0.057,0.6,0.8,1.151,0.909,0.072,0.115,1.6,7.5,0.32,0.6,0.8,1.0,0.909,0.403,0.1,0.248,0.0,0.0,8.965,7.3,0.6,0.8
03720051-841(137)_CH-13,306759.713,2771520.755,7.45,7.9,0.0,6.0,ML,1.85,,,,S-5,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,6.0,1.85,8.525,1.7,7.675,7.675,0,14.444,6.769,6.769250000000003,181.71,0.009,184.21,第二類地盤,184.21,6.0,10.2,10.2,0.115,7.3,0.069,0.6,0.8,1.072,0.876,0.083,0.123,1.48,7.1,0.057,0.6,0.8,1.151,0.876,0.069,0.132,1.907,7.5,0.32,0.6,0.8,1.0,0.876,0.389,0.115,0.296,0.0,0.0,7.375,7.3,0.6,0.8
03720051-841(137)_CH-13,306759.713,2771520.755,9.15,9.6,0.0,9.0,ML,1.92,,,,S-6,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,9.0,1.92,9.825,1.3,9.175,9.175,0,17.265,8.09,8.089750000000002,208.01,0.006,184.21,第二類地盤,184.21,9.0,15.3,15.3,0.163,7.3,0.069,0.6,0.8,1.072,0.84,0.08,0.175,2.187,7.1,0.057,0.6,0.8,1.151,0.84,0.067,0.188,2.818,7.5,0.32,0.6,0.8,1.0,0.84,0.373,0.163,0.437,0.0,0.0,3.961,7.3,0.6,0.8
03720051-841(137)_CH-13,306759.713,2771520.755,10.05,10.5,0.0,7.0,CL,1.9,,,,S-7,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,7.0,1.9,10.5,0.675,10.162,10.162,0,19.154,8.992,8.9915,191.29,0.004,184.21,第二類地盤,184.21,7.0,11.9,11.9,0.13,7.3,0.069,0.6,0.8,1.072,0.813,0.077,0.139,1.806,7.1,0.057,0.6,0.8,1.151,0.813,0.064,0.15,2.326,7.5,0.32,0.6,0.8,1.0,0.813,0.36,0.13,0.361,0.0,0.0,2.122,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,0.86,1.43,0.0,50.0,,,,,,S-0.86,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,50.0,0.0,1.9899999999999998,1.99,0.995,0.995,0,0.0,-0.995,-0.9949999999999999,NG,,158.12,第三類地盤,158.12,50.0,0.0,0.0,0.049,7.3,0.069,0.6,0.8,1.072,0.985,-0.0,0.053,3.0,7.1,0.057,0.6,0.8,1.151,0.985,-0.0,0.056,3.0,7.5,0.32,0.6,0.8,1.0,0.985,-0.0,0.049,3.0,0.0,0.0,0.0,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,2.55,3.0,0.0,2.0,CL,1.84,,,,S-2,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,2.0,1.84,3.525,1.535,2.757,2.757,0,1.412,-1.345,-1.3452999999999997,125.99,0.012,158.12,第三類地盤,158.12,2.0,-,-,-,7.3,-,-,-,-,-,-,-,3.0,7.1,-,-,-,-,-,-,-,3.0,7.5,-,-,-,-,-,-,-,3.0,0.0,0.0,0.0,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,4.05,4.5,0.0,2.0,CL,1.87,,,,S-3,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,2.0,1.87,5.025,1.5,4.275,4.275,0,4.227,-0.048,-0.04809999999999892,125.99,0.012,158.12,第三類地盤,158.12,2.0,-,-,-,7.3,-,-,-,-,-,-,-,3.0,7.1,-,-,-,-,-,-,-,3.0,7.5,-,-,-,-,-,-,-,3.0,0.0,0.0,0.0,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,5.55,6.0,0.0,2.0,CL,1.82,,,,S-4,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,2.0,1.82,6.525,1.5,5.775,5.775,0,6.994,1.219,1.2194000000000011,125.99,0.012,158.12,第三類地盤,158.12,2.0,3.4,3.4,0.061,7.3,0.069,0.6,0.8,1.072,0.913,0.233,0.065,0.28,7.1,0.057,0.6,0.8,1.151,0.913,0.194,0.07,0.361,7.5,0.32,0.6,0.8,1.0,0.913,1.089,0.061,0.056,7.681,6.817,10.071,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,7.05,7.5,0.0,6.0,ML,1.94,,,,S-5,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,6.0,1.94,8.025,1.5,7.275,7.275,0,9.814,2.539,2.5394000000000023,181.71,0.008,158.12,第三類地盤,158.12,6.0,10.2,10.2,0.115,7.3,0.069,0.6,0.8,1.072,0.884,0.152,0.123,0.809,7.1,0.057,0.6,0.8,1.151,0.884,0.127,0.132,1.043,7.5,0.32,0.6,0.8,1.0,0.884,0.711,0.115,0.162,1.823,0.0,7.998,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,8.55,9.0,0.0,7.0,SM,1.9,,,,S-6,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,7.0,1.9,9.525,1.5,8.775,8.775,0,12.694,3.919,3.9194000000000013,153.03,0.01,158.12,第三類地盤,158.12,7.0,11.9,11.9,0.13,7.3,0.069,0.6,0.8,1.072,0.85,0.123,0.139,1.136,7.1,0.057,0.6,0.8,1.151,0.85,0.102,0.15,1.463,7.5,0.32,0.6,0.8,1.0,0.85,0.573,0.13,0.227,0.0,0.0,6.508,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,10.05,10.5,0.0,8.0,SM,1.87,,,,S-7,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,8.0,1.87,11.025,1.5,10.275,10.275,0,15.522,5.247,5.246900000000002,160.0,0.009,158.12,第三類地盤,158.12,8.0,13.6,13.6,0.146,7.3,0.069,0.6,0.8,1.072,0.809,0.107,0.156,1.466,7.1,0.057,0.6,0.8,1.151,0.809,0.089,0.168,1.889,7.5,0.32,0.6,0.8,1.0,0.809,0.498,0.146,0.293,0.0,0.0,5.157,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,11.55,12.0,0.0,4.0,CL-ML,1.93,,,,S-8,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,4.0,1.93,12.525,1.5,11.775,11.775,0,18.372,6.597,6.596900000000003,NG,,158.12,第三類地盤,158.12,4.0,6.8,6.8,0.086,7.3,0.069,0.6,0.8,1.072,0.763,0.095,0.092,0.972,7.1,0.057,0.6,0.8,1.151,0.763,0.079,0.099,1.253,7.5,0.32,0.6,0.8,1.0,0.763,0.442,0.086,0.194,0.173,0.0,4.972,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,13.05,13.5,0.0,3.0,CL-ML,1.91,,,,S-9,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,3.0,1.91,14.025,1.5,13.275,13.275,0,21.252,7.977,7.976900000000002,NG,,158.12,第三類地盤,158.12,3.0,5.1,5.1,0.073,7.3,0.069,0.6,0.8,1.072,0.715,0.085,0.078,0.921,7.1,0.057,0.6,0.8,1.151,0.715,0.071,0.084,1.187,7.5,0.32,0.6,0.8,1.0,0.715,0.396,0.073,0.184,0.398,0.0,4.116,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,14.55,15.0,0.0,4.0,CL,1.9,,,,S-10,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,4.0,1.9,15.525,1.5,14.775,14.775,0,24.109,9.334,9.3344,158.74,0.009,158.12,第三類地盤,158.12,4.0,6.8,6.8,0.086,7.3,0.069,0.6,0.8,1.072,0.667,0.077,0.092,1.199,7.1,0.057,0.6,0.8,1.151,0.667,0.064,0.099,1.545,7.5,0.32,0.6,0.8,1.0,0.667,0.359,0.086,0.24,0.0,0.0,2.978,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,16.05,16.5,0.0,4.0,CL,1.92,,,,S-11,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,4.0,1.92,17.025,1.5,16.275,16.275,0,26.974,10.699,10.699399999999997,158.74,0.009,158.12,第三類地盤,158.12,4.0,6.8,6.8,0.086,7.3,0.069,0.6,0.8,1.072,0.624,0.07,0.092,1.313,7.1,0.057,0.6,0.8,1.151,0.624,0.058,0.099,1.692,7.5,0.32,0.6,0.8,1.0,0.624,0.327,0.086,0.263,0.0,0.0,2.059,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,17.55,18.0,0.0,4.0,CL,1.96,,,,S-12,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,4.0,1.96,18.525,1.5,17.775,17.775,0,29.884,12.109,12.109399999999997,158.74,0.009,158.12,第三類地盤,158.12,4.0,6.8,6.8,0.086,7.3,0.069,0.6,0.8,1.072,0.588,0.065,0.092,1.425,7.1,0.057,0.6,0.8,1.151,0.588,0.054,0.099,1.836,7.5,0.32,0.6,0.8,1.0,0.588,0.302,0.086,0.285,0.0,0.0,1.193,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,19.05,19.5,0.0,5.0,CL,1.84,,,,S-13,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,5.0,1.84,20.025,1.5,19.275,19.275,0,32.734,13.459,13.459399999999995,171.0,0.009,158.12,第三類地盤,158.12,5.0,8.5,8.5,0.1,7.3,0.069,0.6,0.8,1.072,0.559,0.061,0.107,1.769,7.1,0.057,0.6,0.8,1.151,0.559,0.05,0.115,2.279,7.5,0.32,0.6,0.8,1.0,0.559,0.283,0.1,0.354,0.0,0.0,0.351,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,20.55,21.0,0.0,5.0,CL,1.85,,,,S-14,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,5.0,1.85,21.525,1.5,20.775,20.775,0,35.502,14.727,14.726899999999993,171.0,0.009,158.12,第三類地盤,158.12,5.0,8.5,8.5,0.1,7.3,0.069,0.6,0.8,1.072,0.536,0.058,0.107,1.861,7.1,0.057,0.6,0.8,1.151,0.536,0.048,0.115,2.398,7.5,0.32,0.6,0.8,1.0,0.536,0.269,0.1,0.372,0.0,0.0,0.0,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,22.05,22.5,0.0,5.0,CL,1.85,,,,S-15,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,5.0,1.85,23.025,1.5,22.275,22.275,0,38.277,16.002,16.001899999999992,171.0,0.009,158.12,第三類地盤,158.12,5.0,8.5,8.5,0.1,7.3,0.069,0.6,0.8,1.072,0.518,0.055,0.107,1.939,7.1,0.057,0.6,0.8,1.151,0.518,0.046,0.115,2.499,7.5,0.32,0.6,0.8,1.0,0.518,0.258,0.1,0.388,0.0,0.0,0.0,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,23.55,24.0,0.0,4.0,CL,1.72,,,,S-16,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,4.0,1.72,24.525,1.5,23.775,23.775,0,40.954,17.179,17.179399999999994,158.74,0.009,158.12,第三類地盤,158.12,4.0,6.8,6.8,0.086,7.3,0.069,0.6,0.8,1.072,0.505,0.054,0.092,1.719,7.1,0.057,0.6,0.8,1.151,0.505,0.045,0.099,2.215,7.5,0.32,0.6,0.8,1.0,0.505,0.25,0.086,0.344,0.0,0.0,0.0,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,25.05,25.5,0.0,6.0,CL,1.72,,,,S-17,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,6.0,1.72,26.025,1.5,25.275,25.275,0,43.534,18.259,18.259399999999992,181.71,0.008,158.12,第三類地盤,158.12,6.0,10.2,10.2,0.115,7.3,0.069,0.6,0.8,1.072,0.494,0.052,0.123,2.349,7.1,0.057,0.6,0.8,1.151,0.494,0.044,0.132,3.0,7.5,0.32,0.6,0.8,1.0,0.494,0.245,0.115,0.47,0.0,0.0,0.0,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,26.55,27.0,0.0,4.0,CL,1.73,,,,S-18,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,4.0,1.73,27.525,1.5,26.775,26.775,0,46.122,19.347,19.34689999999999,158.74,0.009,158.12,第三類地盤,158.12,4.0,6.8,6.8,0.086,7.3,0.069,0.6,0.8,1.072,0.485,0.052,0.092,1.788,7.1,0.057,0.6,0.8,1.151,0.485,0.043,0.099,2.304,7.5,0.32,0.6,0.8,1.0,0.485,0.241,0.086,0.358,0.0,0.0,0.0,7.3,0.6,0.8
83469825-113022_B-1,306617.4,2771550.6,28.05,28.5,0.0,5.0,CL,1.79,,,,S-19,0.6,0.8,7.3,台北盆地微分區,臺北市,0.0,5.0,1.79,29.025,1.5,28.275,28.275,0,48.762,20.487,20.48689999999999,171.0,0.009,158.12,第三類地盤,158.12,5.0,8.5,8.5,0.1,7.3,0.069,0.6,0.8,1.072,0.478,0.051,0.107,2.114,7.1,0.057,0.6,0.8,1.151,0.478,0.042,0.115,2.724,7.5,0.32,0.6,0.8,1.0,0.478,0.237,0.1,0.423,0.0,0.0,0.0,7.3,0.6,0.8
